fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,total_acidity,sugar_alcohol_ratio,mineral_index,mean_acidity,total_sulfur,alcohol_quality_interaction,acidity_pH_balance
9.5,1.3,0.56,43.1,0.143,142.1,373.3,1.01832,3.0,1.17,12.2,4,11.360000000000001,3.532786885245902,1.313,3.786666666666667,515.4,48.8,3.1666666666666665
14.0,0.46,1.27,41.3,0.373,153.4,243.2,1.01976,3.17,1.1,9.5,4,15.73,4.347368421052631,1.473,5.243333333333333,396.6,38.0,4.416403785488959
13.7,0.75,1.24,28.8,0.155,221.2,259.9,1.01974,2.96,0.75,10.0,4,15.69,2.88,0.905,5.2299999999999995,481.09999999999997,40.0,4.628378378378378
10.2,1.06,1.4,23.6,0.12,161.5,267.2,1.02394,3.09,1.75,10.9,4,12.66,2.165137614678899,1.87,4.22,428.7,43.6,3.3009708737864076
9.6,1.17,1.31,53.5,0.34,163.2,117.9,1.01986,2.89,0.92,12.2,4,12.08,4.385245901639345,1.26,4.026666666666666,281.1,48.8,3.3217993079584773
9.5,1.07,0.55,30.4,0.216,194.2,390.1,0.99793,3.06,1.55,13.0,4,11.120000000000001,2.338461538461538,1.766,3.706666666666667,584.3,52.0,3.104575163398693
10.4,0.92,0.87,56.0,0.309,165.9,247.0,1.01933,3.35,0.89,12.7,4,12.19,4.409448818897638,1.199,4.0633333333333335,412.9,50.8,3.1044776119402986
11.3,0.6,0.47,44.5,0.213,202.5,225.7,1.02453,2.95,0.93,11.5,4,12.370000000000001,3.869565217391304,1.143,4.123333333333334,428.2,46.0,3.830508474576271
11.4,1.18,1.0,45.4,0.301,92.8,224.1,1.02255,3.28,1.21,12.2,4,13.58,3.721311475409836,1.511,4.526666666666666,316.9,48.8,3.4756097560975614
11.4,1.33,1.02,42.1,0.164,221.0,302.4,1.00893,2.92,1.69,13.1,4,13.75,3.2137404580152675,1.8539999999999999,4.583333333333333,523.4,52.4,3.904109589041096
10.9,0.53,1.29,51.9,0.2,97.1,326.2,1.02486,3.14,1.23,12.9,4,12.719999999999999,4.023255813953488,1.43,4.239999999999999,423.29999999999995,51.6,3.4713375796178343
11.1,0.49,1.12,43.7,0.051,122.8,253.7,1.00717,2.86,1.19,12.6,4,12.71,3.4682539682539684,1.2409999999999999,4.236666666666667,376.5,50.4,3.8811188811188813
11.8,0.88,0.77,36.6,0.116,215.6,177.5,1.00888,3.07,0.74,10.7,4,13.450000000000001,3.4205607476635516,0.856,4.483333333333333,393.1,42.8,3.8436482084690557
13.7,0.75,1.24,28.8,0.155,221.2,259.9,1.01974,2.96,0.75,10.0,4,15.69,2.88,0.905,5.2299999999999995,481.09999999999997,40.0,4.628378378378378
12.8,0.95,0.74,42.5,0.443,174.7,257.0,1.01655,3.04,1.32,10.7,4,14.49,3.97196261682243,1.7630000000000001,4.83,431.7,42.8,4.2105263157894735
10.5,0.77,1.0,41.7,0.164,155.0,303.0,1.02563,3.06,0.63,11.6,4,12.27,3.594827586206897,0.794,4.09,458.0,46.4,3.4313725490196076
10.6,0.95,1.06,43.5,0.285,207.1,308.1,1.02056,3.29,1.21,11.7,4,12.61,3.717948717948718,1.4949999999999999,4.203333333333333,515.2,46.8,3.221884498480243
10.3,1.0,1.12,27.7,0.276,202.2,332.6,1.00685,2.98,1.64,12.7,4,12.420000000000002,2.1811023622047245,1.916,4.140000000000001,534.8,50.8,3.4563758389261747
14.2,0.91,0.89,59.8,0.407,207.7,310.4,1.02549,3.02,1.12,9.8,4,16.0,6.10204081632653,1.5270000000000001,5.333333333333333,518.0999999999999,39.2,4.701986754966887
9.4,1.12,1.01,39.2,0.205,115.0,376.9,1.01822,2.99,0.72,12.3,4,11.53,3.186991869918699,0.9249999999999999,3.8433333333333333,491.9,49.2,3.1438127090301
12.7,1.03,0.56,45.5,0.312,192.4,255.8,1.01816,2.96,1.25,12.9,4,14.29,3.5271317829457365,1.562,4.763333333333333,448.20000000000005,51.6,4.29054054054054
8.9,0.97,1.12,44.0,0.146,241.8,326.8,1.0186,3.26,0.9,11.3,4,10.990000000000002,3.893805309734513,1.046,3.663333333333334,568.6,45.2,2.7300613496932518
9.3,1.16,1.05,28.5,0.228,188.2,277.1,1.01016,3.38,1.41,11.1,4,11.510000000000002,2.5675675675675675,1.638,3.8366666666666673,465.3,44.4,2.751479289940829
11.6,1.35,0.74,33.4,0.13,201.5,280.3,1.02227,2.96,0.71,12.2,4,13.69,2.737704918032787,0.84,4.5633333333333335,481.8,48.8,3.918918918918919
12.0,0.82,0.91,45.6,0.277,191.8,188.7,1.01185,3.16,0.9,11.5,4,13.73,3.965217391304348,1.177,4.576666666666667,380.5,46.0,3.7974683544303796
8.0,1.09,1.18,55.8,0.315,197.5,315.3,1.01538,3.17,1.11,13.0,4,10.27,4.292307692307692,1.425,3.4233333333333333,512.8,52.0,2.5236593059936907
11.0,1.02,0.53,49.2,0.397,165.3,318.9,1.01212,3.13,1.42,10.6,4,12.549999999999999,4.6415094339622645,1.817,4.183333333333333,484.2,42.4,3.5143769968051117
12.3,0.98,1.16,16.2,0.324,177.7,245.8,1.00662,3.26,1.28,13.1,4,14.440000000000001,1.2366412213740459,1.604,4.8133333333333335,423.5,52.4,3.7730061349693256
8.0,0.9,1.19,31.7,0.297,107.5,194.4,1.02231,3.46,1.18,12.6,4,10.09,2.515873015873016,1.4769999999999999,3.3633333333333333,301.9,50.4,2.3121387283236996
11.1,1.19,1.36,29.0,0.109,144.2,340.8,1.0221,2.98,1.54,11.3,4,13.649999999999999,2.566371681415929,1.649,4.55,485.0,45.2,3.7248322147651005
10.1,0.96,1.22,46.9,0.252,176.4,301.0,1.02872,3.36,1.31,11.1,4,12.28,4.225225225225225,1.562,4.093333333333333,477.4,44.4,3.005952380952381
13.6,1.2,0.97,48.5,0.354,118.6,280.3,1.01239,2.91,1.42,12.5,4,15.77,3.88,1.774,5.256666666666667,398.9,50.0,4.673539518900343
13.5,0.98,0.72,38.5,0.391,179.2,157.4,1.0218,3.16,1.33,9.4,4,15.200000000000001,4.095744680851063,1.721,5.066666666666667,336.6,37.6,4.272151898734177
10.0,0.75,1.35,25.2,0.299,217.6,274.4,1.01395,3.35,1.52,12.5,4,12.1,2.016,1.819,4.033333333333333,492.0,50.0,2.9850746268656714
9.5,0.91,0.5,44.0,0.214,193.3,374.7,1.01816,3.09,1.26,12.2,4,10.91,3.6065573770491803,1.474,3.6366666666666667,568.0,48.8,3.074433656957929
10.7,0.85,1.26,37.4,0.274,91.1,359.7,1.01016,3.42,1.34,11.8,4,12.809999999999999,3.1694915254237284,1.614,4.27,450.79999999999995,47.2,3.1286549707602336
10.5,1.02,1.39,35.7,0.225,109.9,335.7,1.01896,3.14,0.85,12.0,4,12.91,2.975,1.075,4.303333333333334,445.6,48.0,3.343949044585987
14.1,1.04,0.84,38.2,0.356,178.8,194.8,1.02369,3.04,1.27,11.7,4,15.98,3.2649572649572653,1.626,5.326666666666667,373.6,46.8,4.638157894736842
11.9,0.84,1.14,41.6,0.391,184.2,268.0,1.0235,3.07,1.44,10.3,4,13.88,4.038834951456311,1.831,4.626666666666667,452.2,41.2,3.876221498371336
12.6,0.81,1.0,53.3,0.468,195.1,237.8,1.02525,3.13,1.11,10.9,4,14.41,4.889908256880734,1.578,4.803333333333334,432.9,43.6,4.02555910543131
12.9,0.58,1.17,38.3,0.153,197.7,275.0,1.01388,3.34,1.17,10.6,4,14.65,3.6132075471698113,1.323,4.883333333333334,472.7,42.4,3.8622754491017965
9.1,1.27,0.69,27.2,0.241,179.6,267.6,1.01714,3.34,1.53,13.2,4,11.059999999999999,2.0606060606060606,1.771,3.686666666666666,447.20000000000005,52.8,2.7245508982035926
10.7,0.77,0.76,33.7,0.213,111.6,237.5,1.0198,3.37,1.31,11.3,4,12.229999999999999,2.982300884955752,1.5230000000000001,4.076666666666666,349.1,45.2,3.175074183976261
10.5,0.88,0.45,40.1,0.197,108.8,301.8,1.01679,3.0,0.99,12.7,4,11.83,3.15748031496063,1.187,3.9433333333333334,410.6,50.8,3.5
11.4,1.23,0.92,46.8,0.345,191.2,249.2,1.02621,3.24,1.16,12.0,4,13.55,3.9,1.505,4.516666666666667,440.4,48.0,3.5185185185185186
10.1,0.97,0.54,46.5,0.247,210.9,308.4,1.01051,2.92,1.39,11.9,4,11.61,3.907563025210084,1.637,3.8699999999999997,519.3,47.6,3.458904109589041
10.0,1.15,1.35,43.2,0.19,134.4,302.7,1.02572,2.94,1.62,10.8,4,12.5,4.0,1.81,4.166666666666667,437.1,43.2,3.4013605442176873
8.4,1.14,1.04,36.8,0.112,169.9,282.6,1.00587,3.2,1.4,11.1,4,10.580000000000002,3.315315315315315,1.512,3.5266666666666673,452.5,44.4,2.625
10.3,0.98,1.15,43.5,0.217,147.8,339.6,1.03073,3.0,1.35,13.1,4,12.430000000000001,3.320610687022901,1.5670000000000002,4.1433333333333335,487.40000000000003,52.4,3.4333333333333336
8.4,1.25,1.0,51.5,0.305,211.3,281.6,1.01418,3.24,0.82,10.8,4,10.65,4.768518518518518,1.125,3.5500000000000003,492.90000000000003,43.2,2.5925925925925926
12.7,1.11,0.76,55.6,0.166,157.2,346.9,1.01547,2.91,1.02,12.6,4,14.569999999999999,4.412698412698413,1.186,4.8566666666666665,504.09999999999997,50.4,4.364261168384879
8.9,1.11,0.97,31.9,0.132,246.5,286.1,1.00144,3.09,1.53,13.2,4,10.98,2.4166666666666665,1.662,3.66,532.6,52.8,2.8802588996763756
8.9,0.79,0.86,36.1,0.304,187.3,126.2,1.02663,3.23,0.97,11.4,4,10.55,3.1666666666666665,1.274,3.516666666666667,313.5,45.6,2.755417956656347
9.6,0.63,0.82,47.1,0.363,191.9,319.6,1.01748,3.24,0.99,12.3,4,11.05,3.8292682926829267,1.353,3.6833333333333336,511.5,49.2,2.962962962962963
8.9,0.78,1.46,58.6,0.187,213.1,247.9,1.01127,3.24,1.07,12.6,4,11.14,4.650793650793651,1.2570000000000001,3.7133333333333334,461.0,50.4,2.7469135802469133
10.6,0.95,1.06,43.5,0.285,207.1,308.1,1.02056,3.29,1.21,11.7,4,12.61,3.717948717948718,1.4949999999999999,4.203333333333333,515.2,46.8,3.221884498480243
12.2,0.9,0.92,44.1,0.402,244.6,208.6,1.01034,2.92,1.56,11.4,4,14.02,3.8684210526315788,1.9620000000000002,4.673333333333333,453.2,45.6,4.178082191780822
9.2,0.72,1.32,34.4,0.38,132.2,308.3,1.00826,3.44,1.57,12.0,4,11.24,2.8666666666666667,1.9500000000000002,3.7466666666666666,440.5,48.0,2.6744186046511627
14.0,1.04,0.91,51.6,0.19,147.2,259.9,1.00843,2.79,1.6,12.5,4,15.95,4.128,1.79,5.316666666666666,407.09999999999997,50.0,5.017921146953405
12.7,0.58,1.03,41.3,0.23,140.6,354.7,1.01922,3.14,0.95,12.3,4,14.309999999999999,3.357723577235772,1.18,4.77,495.29999999999995,49.2,4.044585987261146
11.5,0.79,1.27,25.8,0.209,145.1,332.5,1.01595,3.01,1.3,11.2,4,13.559999999999999,2.303571428571429,1.5090000000000001,4.52,477.6,44.8,3.8205980066445187
12.8,0.74,1.08,50.8,0.329,170.4,285.6,1.01812,3.0,0.95,11.4,4,14.620000000000001,4.456140350877193,1.279,4.873333333333334,456.0,45.6,4.266666666666667
13.7,0.68,1.23,21.2,0.34,92.4,260.2,1.01509,2.96,1.67,11.6,4,15.61,1.8275862068965518,2.01,5.203333333333333,352.6,46.4,4.628378378378378
13.4,1.15,1.09,37.2,0.245,208.7,323.1,1.01887,2.9,1.69,11.6,4,15.64,3.2068965517241383,1.935,5.213333333333334,531.8,46.4,4.620689655172414
11.9,0.86,0.82,48.0,0.198,210.0,383.0,1.02403,3.08,1.3,11.0,4,13.58,4.363636363636363,1.498,4.526666666666666,593.0,44.0,3.8636363636363638
9.4,1.03,1.0,43.9,0.292,140.3,250.3,1.02854,3.11,1.52,9.8,4,11.43,4.479591836734693,1.812,3.81,390.6,39.2,3.0225080385852094
11.1,1.38,0.84,56.9,0.317,182.9,335.5,1.01708,3.32,1.14,13.4,4,13.32,4.246268656716418,1.4569999999999999,4.44,518.4,53.6,3.343373493975904
11.7,0.79,1.08,53.3,0.421,78.6,270.1,1.01963,3.21,1.35,10.6,4,13.569999999999999,5.028301886792453,1.7710000000000001,4.5233333333333325,348.70000000000005,42.4,3.644859813084112
6.7,0.92,1.35,38.7,0.223,191.8,363.6,1.01051,3.13,1.15,13.0,4,8.97,2.976923076923077,1.373,2.99,555.4000000000001,52.0,2.1405750798722045
9.4,0.81,1.02,49.0,0.294,190.7,259.7,1.01338,3.48,1.19,13.4,4,11.23,3.656716417910448,1.484,3.7433333333333336,450.4,53.6,2.7011494252873565
10.8,1.24,1.07,49.0,0.198,133.0,107.5,1.02023,3.04,1.26,10.4,4,13.110000000000001,4.711538461538462,1.458,4.37,240.5,41.6,3.5526315789473686
8.8,1.15,1.26,23.7,0.099,262.8,370.2,1.01257,2.97,1.61,11.5,4,11.21,2.0608695652173914,1.709,3.736666666666667,633.0,46.0,2.962962962962963
10.9,0.53,1.29,51.9,0.2,97.1,326.2,1.02486,3.14,1.23,12.9,4,12.719999999999999,4.023255813953488,1.43,4.239999999999999,423.29999999999995,51.6,3.4713375796178343
14.4,1.2,0.68,32.9,0.377,224.0,150.4,0.99873,3.34,1.35,10.3,4,16.28,3.194174757281553,1.727,5.426666666666667,374.4,41.2,4.311377245508982
10.2,0.96,0.85,56.5,0.261,242.0,302.5,1.01273,3.18,1.34,9.5,4,12.01,5.947368421052632,1.601,4.003333333333333,544.5,38.0,3.2075471698113205
9.3,1.28,0.91,32.5,0.201,219.4,249.5,1.01117,3.12,1.29,13.3,4,11.49,2.443609022556391,1.491,3.83,468.9,53.2,2.980769230769231
12.8,0.91,0.22,35.9,0.099,240.9,326.2,0.99614,3.05,1.62,11.4,4,13.930000000000001,3.1491228070175437,1.719,4.6433333333333335,567.1,45.6,4.19672131147541
14.4,1.16,1.14,55.2,0.206,208.3,274.1,1.02198,2.99,1.4,11.5,4,16.7,4.8,1.6059999999999999,5.566666666666666,482.40000000000003,46.0,4.816053511705685
10.7,0.55,1.21,49.2,0.351,147.1,209.0,1.0227,3.4,0.87,11.6,4,12.46,4.241379310344828,1.221,4.153333333333333,356.1,46.4,3.1470588235294117
11.7,1.17,1.1,41.2,0.208,179.6,298.1,1.00685,3.08,0.8,12.4,4,13.969999999999999,3.3225806451612905,1.008,4.656666666666666,477.70000000000005,49.6,3.7987012987012982
11.6,0.98,0.85,53.0,0.309,188.5,285.8,1.01056,3.05,0.71,12.7,4,13.43,4.1732283464566935,1.019,4.476666666666667,474.3,50.8,3.8032786885245904
10.9,0.77,0.98,55.6,0.3,149.3,251.1,1.019,3.11,1.31,10.3,4,12.65,5.398058252427184,1.61,4.216666666666667,400.4,41.2,3.504823151125402
12.5,0.88,1.35,57.7,0.512,245.8,331.3,1.02327,3.23,1.4,10.7,4,14.73,5.392523364485982,1.912,4.91,577.1,42.8,3.869969040247678
12.0,1.37,1.34,43.9,0.148,248.0,306.4,1.0067,2.91,1.74,10.4,4,14.71,4.221153846153846,1.888,4.903333333333333,554.4,41.6,4.123711340206185
10.0,0.9,0.94,49.7,0.375,116.1,360.2,1.00654,3.0,1.28,11.8,4,11.84,4.211864406779661,1.655,3.9466666666666668,476.29999999999995,47.2,3.3333333333333335
13.4,0.76,1.3,37.8,0.4,192.7,300.5,1.0039,3.27,1.52,11.0,4,15.46,3.436363636363636,1.92,5.153333333333333,493.2,44.0,4.097859327217125
8.5,0.59,0.9,61.1,0.248,157.4,366.5,1.01931,3.18,1.33,10.9,4,9.99,5.605504587155964,1.578,3.33,523.9,43.6,2.6729559748427674
11.4,1.1,0.55,51.2,0.345,175.3,253.0,1.02183,2.91,1.49,10.4,4,13.05,4.923076923076923,1.835,4.3500000000000005,428.3,41.6,3.917525773195876
11.5,1.27,0.44,37.1,0.239,240.4,306.8,1.0158,2.92,1.35,10.2,4,13.209999999999999,3.6372549019607847,1.589,4.403333333333333,547.2,40.8,3.9383561643835616
14.2,1.12,1.28,41.4,0.241,262.7,363.1,1.02462,3.02,1.6,12.2,4,16.6,3.3934426229508197,1.8410000000000002,5.533333333333334,625.8,48.8,4.701986754966887
8.2,1.14,0.68,28.9,0.316,118.4,345.0,1.01516,3.02,1.44,13.2,4,10.02,2.1893939393939394,1.756,3.34,463.4,52.8,2.71523178807947
9.6,1.12,0.91,48.3,0.257,234.9,295.7,1.01485,3.41,0.87,10.2,4,11.629999999999999,4.735294117647059,1.127,3.8766666666666665,530.6,40.8,2.81524926686217
12.5,1.01,1.2,47.6,0.184,48.3,315.7,1.01192,3.3,0.88,11.3,4,14.709999999999999,4.212389380530973,1.064,4.903333333333333,364.0,45.2,3.787878787878788
6.8,1.41,1.03,39.1,0.263,264.8,358.6,1.027,3.18,1.43,12.2,4,9.239999999999998,3.2049180327868854,1.693,3.0799999999999996,623.4000000000001,48.8,2.138364779874214
10.6,0.93,0.81,45.0,0.242,78.0,321.1,1.02623,3.13,1.06,12.0,4,12.34,3.75,1.302,4.113333333333333,399.1,48.0,3.3865814696485623
10.8,1.28,1.01,40.8,0.226,227.8,269.0,1.02633,2.9,1.52,12.2,4,13.09,3.3442622950819674,1.746,4.363333333333333,496.8,48.8,3.724137931034483
14.2,1.14,1.25,40.2,0.276,262.7,265.3,1.01854,3.44,0.53,10.4,4,16.59,3.8653846153846154,0.806,5.53,528.0,41.6,4.127906976744186
9.2,1.05,1.42,40.6,0.247,176.1,305.2,1.01457,3.52,1.06,11.9,4,11.67,3.411764705882353,1.307,3.89,481.29999999999995,47.6,2.6136363636363633
13.4,0.94,0.99,37.2,0.245,122.4,286.1,1.0101,3.26,1.37,10.7,4,15.33,3.476635514018692,1.6150000000000002,5.11,408.5,42.8,4.110429447852761
9.8,0.76,0.72,41.8,0.222,115.1,351.4,1.00943,3.12,1.63,12.6,4,11.280000000000001,3.317460317460317,1.8519999999999999,3.7600000000000002,466.5,50.4,3.141025641025641
8.1,0.76,0.85,35.0,0.2,158.2,350.3,1.00991,3.42,1.21,11.9,4,9.709999999999999,2.941176470588235,1.41,3.2366666666666664,508.5,47.6,2.3684210526315788
13.1,1.33,1.36,49.7,0.269,270.5,335.9,1.01202,3.02,1.33,11.2,4,15.79,4.437500000000001,1.5990000000000002,5.263333333333333,606.4,44.8,4.337748344370861
12.8,0.96,1.16,39.0,0.249,120.6,254.5,1.02673,3.22,1.44,12.2,4,14.920000000000002,3.19672131147541,1.689,4.973333333333334,375.1,48.8,3.9751552795031055
10.3,0.73,1.03,38.4,0.158,199.1,345.7,1.02083,3.19,0.8,12.0,4,12.06,3.1999999999999997,0.9580000000000001,4.0200000000000005,544.8,48.0,3.2288401253918497
10.0,0.29,0.78,60.1,0.15,203.3,387.4,1.0273,3.24,0.85,11.6,4,11.069999999999999,5.181034482758621,1.0,3.6899999999999995,590.7,46.4,3.0864197530864197
9.2,1.49,1.2,48.9,0.15,138.4,315.9,1.00873,2.82,0.88,11.1,4,11.889999999999999,4.405405405405405,1.03,3.963333333333333,454.29999999999995,44.4,3.2624113475177303
13.4,0.9,1.2,47.1,0.218,178.9,395.7,1.01778,3.08,1.59,10.9,4,15.5,4.321100917431193,1.808,5.166666666666667,574.6,43.6,4.350649350649351
12.6,1.14,1.03,51.7,0.347,74.8,328.5,1.02142,3.15,1.02,11.1,4,14.77,4.6576576576576585,1.367,4.923333333333333,403.3,44.4,4.0
9.2,0.72,1.08,48.6,0.241,104.0,318.2,1.0198,3.29,1.09,10.0,4,11.0,4.86,1.331,3.6666666666666665,422.2,40.0,2.796352583586626
14.2,1.05,1.02,46.7,0.301,198.4,294.9,1.03472,2.9,0.85,10.7,4,16.27,4.364485981308412,1.151,5.423333333333333,493.29999999999995,42.8,4.896551724137931
8.0,1.41,1.0,57.2,0.183,174.4,373.6,1.00225,3.32,0.96,12.4,4,10.41,4.612903225806452,1.143,3.47,548.0,49.6,2.4096385542168677
7.4,1.04,0.98,52.3,0.144,168.2,304.4,1.0077,2.91,1.22,11.7,4,9.420000000000002,4.47008547008547,1.3639999999999999,3.1400000000000006,472.59999999999997,46.8,2.542955326460481
11.4,1.01,1.0,36.9,0.161,259.2,222.0,1.00684,2.94,1.89,13.5,4,13.41,2.7333333333333334,2.0509999999999997,4.47,481.2,54.0,3.8775510204081636
13.8,1.37,1.19,44.6,0.176,247.7,307.7,1.00165,3.06,0.97,11.7,4,16.360000000000003,3.811965811965812,1.146,5.453333333333334,555.4,46.8,4.509803921568627
10.7,0.85,1.26,37.4,0.274,91.1,359.7,1.01016,3.42,1.34,11.8,4,12.809999999999999,3.1694915254237284,1.614,4.27,450.79999999999995,47.2,3.1286549707602336
10.5,0.73,0.65,26.8,0.218,186.3,182.8,1.02218,2.94,1.54,12.4,4,11.88,2.161290322580645,1.758,3.9600000000000004,369.1,49.6,3.5714285714285716
8.8,1.15,1.26,23.7,0.099,262.8,370.2,1.01257,2.97,1.61,11.5,4,11.21,2.0608695652173914,1.709,3.736666666666667,633.0,46.0,2.962962962962963
6.9,0.77,0.67,42.6,0.228,107.9,243.9,1.01124,3.07,1.44,13.4,4,8.34,3.1791044776119404,1.668,2.78,351.8,53.6,2.247557003257329
12.6,0.56,1.43,53.8,0.272,162.0,362.8,1.01694,3.23,1.56,12.5,4,14.59,4.303999999999999,1.832,4.863333333333333,524.8,50.0,3.900928792569659
8.2,1.02,0.93,40.4,0.104,110.9,119.0,1.02185,3.36,0.86,10.4,4,10.149999999999999,3.884615384615384,0.964,3.383333333333333,229.9,41.6,2.4404761904761902
8.3,0.78,0.88,38.5,0.349,102.0,283.4,1.02258,3.08,1.13,12.6,4,9.96,3.055555555555556,1.4789999999999999,3.3200000000000003,385.4,50.4,2.6948051948051948
12.1,0.95,1.0,50.0,0.115,217.4,361.3,1.0174,3.04,0.99,12.5,4,14.049999999999999,4.0,1.105,4.683333333333333,578.7,50.0,3.9802631578947367
11.3,1.41,0.89,39.2,0.221,184.9,187.9,1.0234,3.17,1.63,11.2,4,13.600000000000001,3.5000000000000004,1.851,4.533333333333334,372.8,44.8,3.564668769716089
8.9,1.0,1.33,47.8,0.306,163.8,206.6,1.02658,3.21,1.49,11.1,4,11.23,4.306306306306306,1.796,3.7433333333333336,370.4,44.4,2.7725856697819315
11.8,1.2,1.39,54.0,0.318,194.5,368.0,1.00203,3.25,1.51,10.8,4,14.39,5.0,1.828,4.796666666666667,562.5,43.2,3.630769230769231
12.3,0.74,0.94,58.9,0.263,176.4,339.9,1.02697,3.27,1.24,11.1,4,13.98,5.306306306306307,1.5030000000000001,4.66,516.3,44.4,3.761467889908257
10.1,0.52,0.94,51.7,0.418,128.0,308.8,1.00981,3.11,1.33,12.4,4,11.559999999999999,4.169354838709678,1.748,3.853333333333333,436.8,49.6,3.247588424437299
11.1,0.85,1.27,50.5,0.298,184.2,315.1,1.01888,3.18,1.02,10.4,4,13.219999999999999,4.855769230769231,1.318,4.406666666666666,499.3,41.6,3.490566037735849
13.1,0.99,0.96,53.6,0.337,193.2,359.1,1.01587,2.92,1.31,12.5,4,15.05,4.288,1.647,5.016666666666667,552.3,50.0,4.486301369863014
10.3,0.73,1.03,38.4,0.158,199.1,345.7,1.02083,3.19,0.8,12.0,4,12.06,3.1999999999999997,0.9580000000000001,4.0200000000000005,544.8,48.0,3.2288401253918497
10.3,1.1,1.11,36.5,0.132,134.4,286.6,1.02749,3.04,1.47,11.9,4,12.51,3.0672268907563023,1.6019999999999999,4.17,421.0,47.6,3.3881578947368425
11.2,1.12,1.28,39.5,0.342,203.5,216.8,1.01318,2.89,1.13,9.8,4,13.6,4.030612244897959,1.472,4.533333333333333,420.3,39.2,3.8754325259515565
6.8,1.08,1.16,42.4,0.248,45.0,295.8,1.02952,3.08,1.26,13.5,4,9.04,3.140740740740741,1.508,3.013333333333333,340.8,54.0,2.207792207792208
10.6,0.9,1.2,49.3,0.327,138.2,364.5,1.02467,3.02,1.71,10.1,4,12.7,4.881188118811881,2.037,4.233333333333333,502.7,40.4,3.509933774834437
8.4,1.14,1.04,36.8,0.112,169.9,282.6,1.00587,3.2,1.4,11.1,4,10.580000000000002,3.315315315315315,1.512,3.5266666666666673,452.5,44.4,2.625
12.0,1.11,0.89,35.7,0.076,259.9,300.4,1.00636,3.17,1.19,12.1,4,14.0,2.950413223140496,1.266,4.666666666666667,560.3,48.4,3.7854889589905363
10.9,0.88,1.3,43.3,0.383,165.0,277.8,1.02807,3.08,1.4,11.0,4,13.080000000000002,3.936363636363636,1.783,4.36,442.8,44.0,3.538961038961039
11.0,1.0,1.08,36.2,0.295,184.9,146.3,1.01218,3.19,1.28,10.4,4,13.08,3.480769230769231,1.575,4.36,331.20000000000005,41.6,3.4482758620689657
9.2,0.96,0.91,39.3,0.211,185.1,270.0,1.00564,3.13,0.99,11.7,4,11.07,3.358974358974359,1.201,3.69,455.1,46.8,2.939297124600639
10.5,1.07,1.39,31.3,0.381,100.1,318.9,1.03026,2.93,0.73,11.8,4,12.96,2.652542372881356,1.111,4.32,419.0,47.2,3.583617747440273
8.7,1.11,1.16,43.0,0.436,178.6,231.7,1.0072,3.29,1.32,12.7,4,10.969999999999999,3.3858267716535435,1.756,3.6566666666666663,410.29999999999995,50.8,2.644376899696048
11.3,0.67,0.83,56.7,0.353,231.8,257.7,1.01528,3.54,0.75,13.0,4,12.8,4.361538461538462,1.103,4.266666666666667,489.5,52.0,3.192090395480226
9.9,1.07,0.65,47.2,0.179,221.0,321.0,1.0085,3.16,1.65,11.9,4,11.620000000000001,3.966386554621849,1.829,3.8733333333333335,542.0,47.6,3.132911392405063
10.6,0.81,0.79,42.3,0.254,199.6,387.3,1.02336,3.1,1.31,12.6,4,12.2,3.357142857142857,1.564,4.066666666666666,586.9,50.4,3.419354838709677
7.8,1.32,1.02,25.4,0.117,185.9,279.3,1.01837,3.05,1.54,12.3,4,10.139999999999999,2.065040650406504,1.657,3.3799999999999994,465.20000000000005,49.2,2.557377049180328
11.1,0.66,1.43,49.3,0.345,247.9,347.6,1.01083,3.35,1.19,11.0,4,13.19,4.4818181818181815,1.535,4.3966666666666665,595.5,44.0,3.3134328358208953
11.5,0.99,0.9,42.3,0.31,131.2,195.7,1.01587,3.28,1.24,11.7,4,13.39,3.6153846153846154,1.55,4.463333333333334,326.9,46.8,3.50609756097561
12.0,1.11,0.89,35.7,0.076,259.9,300.4,1.00636,3.17,1.19,12.1,4,14.0,2.950413223140496,1.266,4.666666666666667,560.3,48.4,3.7854889589905363
11.0,1.1,0.78,54.0,0.32,159.1,362.2,1.02118,3.08,1.43,12.9,4,12.879999999999999,4.186046511627906,1.75,4.293333333333333,521.3,51.6,3.571428571428571
10.1,0.74,0.97,33.6,0.303,236.8,159.0,1.02352,2.98,0.75,10.0,4,11.81,3.3600000000000003,1.053,3.936666666666667,395.8,40.0,3.389261744966443
9.0,0.99,1.09,47.5,0.306,117.9,291.8,1.0167,3.0,1.31,11.6,4,11.08,4.094827586206897,1.616,3.6933333333333334,409.70000000000005,46.4,3.0
8.3,0.77,0.97,31.9,0.093,106.0,282.3,1.01667,3.14,1.14,13.5,4,10.040000000000001,2.3629629629629627,1.2329999999999999,3.346666666666667,388.3,54.0,2.643312101910828
8.8,1.2,1.11,56.5,0.154,181.7,292.3,1.01726,3.17,1.13,9.5,4,11.11,5.947368421052632,1.2839999999999998,3.703333333333333,474.0,38.0,2.7760252365930604
13.0,1.2,1.25,31.2,0.262,158.7,200.4,1.02513,3.17,0.95,11.3,4,15.45,2.7610619469026547,1.212,5.1499999999999995,359.1,45.2,4.100946372239748
